"rideable_type","member_casual","day_ride","day_of_week","rid_na","sta_na","end_na","meber_na","err_date","media_min","ndatos","max_min"
"classic_bike","casual","2023-04-07",5,0,0,0,0,0,28.2053505007153,1165,1499.86666666667
"classic_bike","casual","2023-04-08",6,0,0,0,0,0,37.5842243186583,2544,1499.91666666667
"classic_bike","casual","2023-04-09",7,0,0,0,0,0,43.5386569382516,2467,1499.9
"classic_bike","casual","2023-04-10",1,0,0,0,0,0,36.6274733637747,1752,1499.91666666667
"classic_bike","casual","2023-04-11",2,0,0,0,0,0,32.1567172120245,2506,1499.93333333333
"classic_bike","casual","2023-04-12",3,0,0,0,0,0,30.8749113475177,2820,1499.93333333333
"classic_bike","casual","2023-04-13",4,0,0,0,0,0,29.947380952381,3080,1499.91666666667
"classic_bike","casual","2023-04-14",5,0,0,0,0,0,34.1038245520193,3739,1499.95
"classic_bike","casual","2023-04-15",6,0,0,0,0,0,34.9915575669414,6187,1499.91666666667
"classic_bike","casual","2023-04-16",7,0,0,0,0,0,36.1899383531484,757,1499.91666666667
"classic_bike","casual","2023-04-17",1,0,0,0,0,0,20.2515455304929,399,1499.65
